Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.00013105965204496278,0.5090676780423864,0.0003791227470089966,0.019471074623887523,0.011358136587221497,0.006404872759161323,0.00021261241298309308,0.00022266927436254136,6.175431750295767e-05,0.04457426071166992
