MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0009417774206588826,0.03068839227882234,0.023242764954665807,0.018274039999999936,-1.214904346649822,-1.2148005485602997,0.00021008320255882376,1.7011909484863281
