Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
1.710926834336656e-05,0.5564431560255818,0.0004248208681523412,0.02061118308473197,0.015108110139359266,0.011284129669651671,0.0008917534252664838,0.0008957412505797846,4.117794907116178e-05,0.05538177490234375
