MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
5.1827875089384314e-05,0.007199157943078087,0.003998221409954183,0.001629394044779936,-0.020059166393470385,-0.020054426711799467,1.551828084966686e-05,128.95001196861267
