Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-5.905122495376796e-05,0.6835153400246194,0.0011986813904723275,0.03462197843093787,0.015176821288981042,0.00565296585955552,0.001578153539588234,0.0015935191377737246,-0.00013582183070388846,0.04219174385070801
