MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0018228843432037132,0.042695249656182044,0.023175905796888725,0.009900715000000004,-1.2815926381658986,-1.2815892635729136,-5.1924366135719514e-05,1.4019548892974854
