learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,target,model
0.0019478493684516977,0.044654991795658794,-0.022703410893858356,-0.007801522319111404,0.05106182068756669,0.05852726405779077,0.024874401207077925,-0.019864004853713615,-0.03563176404986816,gender,RandomForest
0.0018787052884952804,0.044623705625723445,0.01874170449489425,0.022271529472837774,0.07960643146466037,-0.01774319540805596,0.02083029684357035,0.02613247373959859,-0.0012760265217238334,gender,RandomForest
0.00559374777855086,-0.05306170783207421,0.021390474589634095,-0.02601981533823796,-0.018990749309945834,-0.01862751223804105,0.006617930549720734,-0.04636027771517596,-0.07547646548443164,gender,RandomForest
0.021612127431661198,-0.03593001948380095,-0.029034893143189962,0.053081652659897526,0.02090866493629331,-0.024139289682436026,0.16573612259772094,0.014381316465225804,0.008449943218624063,gender,RandomForest
0.01497861417879521,0.1182793012014771,-0.011534577257475767,0.031268418508004325,-0.002320088181671374,0.03917664864315813,0.025436314262176234,0.05418274518129431,0.025598248464241833,gender,RandomForest
-0.025095363263865772,-0.08995341482351049,0.0008017928596212406,-0.08076744698379879,-0.0056651122219955885,-0.094210140800899,0.006992293323786544,0.007540220947728463,-0.02457720403706909,gender,RandomForest
-0.0009016324069413483,0.04831427308689636,0.011780612290925637,0.030447930656273565,0.00474814069712518,0.00014099119171059627,0.024034429138511716,0.0090134295067527,-0.032512549161251715,gender,RandomForest
-0.008769280967209287,0.05498590958995698,0.03860986210150161,-0.03266454759516578,0.009195669489954659,0.02058500416565636,0.010729206986838774,0.006030846491631799,-0.0036370452631675396,gender,RandomForest
0.059786838005665734,-0.004828463260858673,0.007659921386914659,0.03522282149870918,0.029101706757262986,-0.016518546402392892,-0.008822368398072116,-0.0035364520045900287,0.04025546284656827,gender,RandomForest
-0.01870019181355668,-0.028114770516265347,0.024621430012244244,-0.042180654777919,-0.09754157188947574,-0.0202656830798708,-0.042719749452918086,-0.03899483048660635,-0.04103835299563224,gender,RandomForest
-0.013472162867090211,0.04742023519352473,0.013376965007786686,0.08686614156530759,0.09544869728183566,0.04138247200464186,0.005515471307769571,-0.014687204870842263,0.03321501037706472,gender,RandomForest
0.015948370508587852,0.009011417448917395,0.019136205364480324,0.005182796488010035,0.003292004692152462,-0.016489642953880106,-0.004918658168114845,-5.58499416281891e-05,0.02622597975524614,gender,RandomForest
-0.02368220658869383,-0.03190477931829103,0.03575982018226134,0.02904897150307103,-0.028640124259180246,0.011991113245837712,0.09363177273452696,-0.022330813734681054,0.03119187123514785,gender,RandomForest
-0.019982514197201064,-0.02498046744452636,-0.010165174317877683,-0.030461790631383236,0.015174051878473848,-0.03462752685969295,-0.04268031421388031,-0.07310951910660787,0.015898879892694347,gender,RandomForest
-0.025323449210470785,-0.05827277302802909,-0.014289619903022159,-0.10667537583330719,-0.0029517431002401644,0.01824274201510318,-0.06477671429931078,-0.0046864342528545625,-0.04620100738786992,gender,RandomForest
-0.012205503552194158,0.08002905430442958,0.038523866648848465,0.146119002191129,0.011133194606401997,0.04264110545216219,0.01810475315345531,0.08717493571613662,-0.016454783520374303,gender,RandomForest
0.020620952564403428,-0.009515423335736187,-0.01884362455443398,0.017182958851075597,0.027794941450440105,-0.013482190541193958,-0.003509968670251091,-0.000416012965554055,-0.024766007798758365,gender,RandomForest
-0.023369054554297303,0.013016350216596041,0.025958981866632792,-0.06338678656991714,-0.013865623913944834,-0.047983668500063525,0.0022352851242578146,-0.03141904310351815,-0.06612081556574564,gender,RandomForest
-0.024194161321707187,0.0006122025643323322,-0.023598458705823087,-0.06799278840638501,-0.00766131001852752,-0.007397515218521102,-0.03476432247752927,0.000376209913563685,-0.04031423132941385,gender,RandomForest
-0.030375839611631,-0.00041554628650423124,0.0038563106145988835,0.11229125978873034,-0.005699992810030455,-0.029703985134850862,-0.006480319588972024,0.0037185782210412965,0.04787515980762159,gender,RandomForest
-0.019958000408516446,0.01934072269587544,0.03137548686143444,-0.00019620066521305578,-0.02026144751162074,0.08370292496202526,0.023612643652612644,0.03720187561328933,0.04024761980011099,gender,RandomForest
-0.027249199583913395,0.024139041111514135,0.01575985250389198,-0.07128069504090813,-0.023857650195235815,0.0016865391817727647,-0.031009771579904213,-0.023237252067849788,0.030114760670634084,gender,RandomForest
0.012797630673114629,0.04598678106357868,0.008927512262422584,0.029354967368458027,0.040757202780130085,-0.010664181515306096,-0.005721593024189014,-0.03822504512392934,0.01185235051572159,gender,RandomForest
