learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,target,model
-0.0026043720249788603,0.04697667896234085,-0.012617217572607378,0.003372393310504193,0.05226142293054105,-0.008557836278356674,0.018475968876289762,0.0411883988639222,0.002924875432344549,international status,RandomForest
-0.0020562001982666585,-0.014575331215421051,0.010679084180481161,-0.0072184812400451805,0.006844625803291747,0.0034103405088388846,-0.006171368711521162,-0.029368345846972108,-0.02012401078038748,international status,RandomForest
-0.00015274738724191486,0.00018903335801049833,0.016692392889302386,-0.007292491173126455,-0.005747243476500754,-0.011587427558571811,-0.009299591681927259,-0.02024325810286187,-0.02113835436708474,international status,RandomForest
0.008707537368274235,-0.011767964826412592,-0.04801512139774645,0.001322148026572034,-0.004273009578098427,-0.0028303558058063514,0.039143292198813455,-0.008368423436754088,-0.03249779004884502,international status,RandomForest
0.015263639400834859,0.054980418557294,0.023730533983941215,-0.00020097352988334853,0.010965646341474053,0.02995623004572778,0.002281666633265935,0.07562815373611476,0.028814997331222173,international status,RandomForest
-0.0036765761464998734,0.005412166687960044,-0.014178374248157962,-0.02086967682185236,-0.013372936149746068,0.06434715614793625,0.029352632557483844,0.0012433677242317323,0.0931625527486501,international status,RandomForest
5.137732747482919e-05,-0.004649778352928404,0.01890707204938075,-0.014327508473494673,-0.013577157798602899,0.00026828363387291305,-0.012249102811380926,0.0024860835392075085,-0.035488956613529826,international status,RandomForest
-0.0012934508618188151,-0.008891246924651468,0.01904486036907073,0.0010358056851982153,-0.030152108947685583,-0.012464813038720416,-0.008775414244001715,-0.013639666497547881,-0.003443653039841314,international status,RandomForest
0.004546587902291536,-0.004776534722056414,0.012170718861822596,-0.002399202865203359,-0.019568953681499513,-0.005637549554200108,-0.005863440772285206,-0.0055251198000270335,-0.03152619286884229,international status,RandomForest
-0.00845661821257717,-0.01816181714322809,0.004991311628583093,-0.042951483397302294,-0.004327875173664388,-0.01837472237551423,0.00015876669147318572,0.018046157163314466,0.010496593318914277,international status,RandomForest
-0.01946093663394399,-0.004145189833688266,0.0035879534252920404,-0.005828565848418493,-0.002903828888791098,-0.006487664992683112,-0.008523484935446668,-0.006809420469508775,-0.008008549322814534,international status,RandomForest
-0.005446457763675678,-0.0030186295422801597,0.019046471555279484,-0.0036105721666389,-0.011565945324825301,-0.008012426021883151,-0.013809847741738754,-0.0065369288312324084,-0.0256253516630046,international status,RandomForest
0.0009573199966923236,-0.0027670324895426486,-0.016715220724188865,0.021917053363218288,0.004070546729306135,0.0009014805318232292,0.006095709337764434,0.025140046701897078,0.0018204090530298,international status,RandomForest
-0.0033688755843316186,-0.008036079568803796,0.0058168687551242325,-0.0158554963815606,-0.00021537284142538474,-0.02486489417442407,0.0005176682059770594,0.002935334939300044,-0.015508840849853569,international status,RandomForest
-0.0013649621452686447,0.0036890031734440054,-0.011406551045959983,-0.001462207503488327,-0.00682447166212129,0.04191239778828453,0.027356134554795356,-0.01766196408873684,0.007182933429052039,international status,RandomForest
-0.002963876150939038,0.02092792094599293,-0.020128699854497643,0.04135172184701003,-0.003703660012093517,0.0014142734749745072,0.024346349245387502,0.002975002671988811,-0.022798719667824454,international status,RandomForest
-0.0023399607587326725,-0.009358302136982632,0.01323607710892181,-0.018037731668820185,-0.012960468709541722,0.00076446659122738,-0.0035287672874141514,-0.003286757784873278,-0.023068242853781208,international status,RandomForest
-0.0014282488519810088,0.013946087439235052,-0.0035470627949312668,0.023756004273717112,0.010504441392754691,-0.0014158252633336267,-0.002158768595045415,0.0070848089245904525,-0.005321124025006822,international status,RandomForest
-0.01312776923869117,-0.010680836978580929,0.018299169399435024,-0.012671369886304882,-0.02409977764948418,-0.023532503325091273,0.0002642185508458365,-0.00032432671991098174,0.0072935083477862536,international status,RandomForest
0.002433327953661916,-0.028307064844445024,0.006871210097279961,0.014384193416952885,-0.014651797568399627,-0.007948875114116218,-0.005154113691470738,-0.027467496455184256,0.0012609287057221362,international status,RandomForest
0.00178722974668041,-0.009540101852058157,-0.026685491533978322,0.0047500537556893025,-0.00554044935122261,-0.0037164331970560736,0.01652232240499611,-0.010495547684877383,-0.025661269788173863,international status,RandomForest
-0.0001138368056177457,0.004488606167226283,0.001587765707317418,-0.0015324563805110222,-0.010595726621871407,-0.006581106020953859,-0.03618048611056924,-0.011184451842210891,0.0015320044071898715,international status,RandomForest
-0.0009571457667702683,-0.009062746084229642,0.02643215100400196,-0.005235862756629048,0.009291597173735271,0.015905904386814322,-0.0037408721001713227,0.019069072466948826,-0.01028178582370014,international status,RandomForest
0.004320206098033657,-0.015772423943389017,-0.01398046836948903,0.023970208169184774,-0.003918647961975033,-0.04999322748149183,0.015233069963937314,-0.01827963150034706,-0.0001587724744632638,international status,RandomForest
0.0032475580848419917,-0.010197401618170397,0.0024252335052313747,-0.003241402563524937,-0.0103547694861497,-0.023398672827273505,-0.005800839569720624,-0.0060506440115521256,-0.005208749013682764,international status,RandomForest
-0.0015287133862322746,0.01870177113386908,-0.010847713856722176,0.0008265015304899314,0.015918348113843232,-0.01604232796071553,0.008110606891760564,0.016383215572213675,0.009898624461491584,international status,RandomForest
0.0005249261306719244,-0.026298061019321927,-0.017169766760401578,-0.008026951653890845,0.010525402423066729,0.03045315316821493,0.028029371101038522,0.014433633839000355,0.008948605271622724,international status,RandomForest
0.0007139537645658392,-0.01409225130801198,0.010627511025584293,-0.0334869718417,0.08334978845487055,0.0066261802552965215,0.00118493126182805,-0.005815751549482366,-0.007687077562951262,international status,RandomForest
-0.012302946297183096,-0.003627133897404073,-0.025303068356185444,-0.021118994899606756,0.0008542587884930369,0.014973897693177274,-0.010418010759872231,-0.005117901422754777,0.003480211651335703,international status,RandomForest
0.0004052353684570464,0.006594612722248859,0.008233377240190179,0.034839807106190245,0.02568637461139242,0.02018408871282062,0.00756828712647895,0.004020426118322099,0.03388810349389849,international status,RandomForest
-0.0019831348992882646,0.009046935359057979,-0.0016088294566919904,-0.03156542732866631,0.01702844414459104,-0.01603867312187487,-0.010016635443521752,-0.00988571686194093,-0.013556649891666415,international status,RandomForest
-0.0024866911373341897,0.003591615365303749,0.022575068667501502,-0.005737391838564793,-0.021656648880558644,-0.022089601831157595,-0.010357599280545337,-0.01079489450757193,-0.011623544057074013,international status,RandomForest
-0.0028466950993487465,0.022592513434557766,0.014555696728666407,0.013484221242424382,-0.019761908721696513,0.04186493298953971,-0.011624333019761544,0.030143234823954205,0.05301265012166262,international status,RandomForest
-0.00027156969907075825,0.003694260970316436,0.004812199066647984,-0.0059002355219418285,-0.0003512535911461975,-0.05299574423995616,0.002913920011005232,-0.002673512297415167,-0.007807752198438665,international status,RandomForest
-0.002320520785235433,0.0002833346290364805,-0.06518663806276287,0.014599779950006102,0.011499338201100029,-0.010000400436108474,0.0044519425214800115,0.004983823855215044,-0.01689034737272748,international status,RandomForest
0.0129912204873199,0.04279517025660287,-0.013541381546049763,0.02300877753332776,0.0022063405795161714,0.01125898593319131,0.026547429639779213,0.005875843387902742,0.03027792622840937,international status,RandomForest
-0.00835902822855701,0.018582033551550036,-0.022355907506363418,-0.012502431412387546,0.016258754714575947,0.009725046243448719,0.014459248063506881,0.02313787707014906,0.0024747200040776433,international status,RandomForest
-0.09458936795762364,0.04740863516783693,0.08488169431689689,0.025321604552197275,0.06235912712005673,0.06828574575973649,0.011340036881406687,0.015984458649186132,0.2204283780103082,international status,RandomForest
-0.0007106191318958891,-0.01311489794094736,-0.00423826615735643,-0.003342763045186521,-0.0033366658608242907,-0.025799876311758615,0.009604000724818654,-0.017734720561067535,9.41207842184875e-05,international status,RandomForest
-0.013619975184288325,-0.007651719956411635,-0.025697955090068177,-0.007503496409170718,-0.025700648686237285,0.021152968869594408,0.009033813293075565,-0.0075545635319524745,-0.001038110804539667,international status,RandomForest
0.0030998685021768474,0.08391189237675181,-0.008862317156967855,0.00513111369583004,0.045768059288030745,0.043926699431509876,0.006242959442269507,0.02905024962645914,0.03315178729393938,international status,RandomForest
-0.026382435238197863,-0.005852128770714633,0.013494476790311825,-0.005363652703128517,-0.017205025330418695,-0.008502998405040372,-0.006381454025736121,-0.002685060060068223,0.00029859024299063624,international status,RandomForest
-0.0015036796499480812,-0.005923266751619064,0.01746941068100006,-0.009258836381136611,-0.011668405358085068,-0.04358872288970228,0.00024992866155704776,-0.0035084281378603257,-0.0008476876742072794,international status,RandomForest
-0.001213765970423117,0.019834140098464594,0.012042104460794569,-0.005543689304094929,0.004347971912146895,0.007978685645980406,-0.005528880221956778,0.00761282681590827,0.001890919063179483,international status,RandomForest
