MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0012192000391876977,0.034917045109626586,0.01602889712395116,0.006628424615284956,-0.015512515674188654,-0.015400296660547985,-0.0003670523994373662,85.36262798309326
