MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0022511569610861983,0.047446358775844945,0.024107403105963408,0.010198929999999967,-0.8750639724825022,-0.8748936821683451,-0.00045215758148161694,1.563054084777832
