Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-3.88257522008849e-05,0.4913268888952295,0.0007988410598429203,0.028263776461098053,0.012824533636511723,0.005094067983124645,0.00013959305888533446,0.0001651362219242669,-0.00014285578818347907,0.059706926345825195
