         1368402654 function calls (1274850096 primitive calls) in 738.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10500    0.020    0.000    0.076    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/core.py:3786(filled)
   165060    0.028    0.000    0.076    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2654(get_matrix)
   233518    0.060    0.000    0.076    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1903(_str_equal)
    73950    0.026    0.000    0.076    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:505(set_pickradius)
      945    0.071    0.000    0.076    0.000 {function FigureManagerMac.destroy at 0x1711609a0}
   446440    0.075    0.000    0.075    0.000 {method 'count' of 'str' objects}
    53660    0.036    0.000    0.075    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:967(_get_markerfacecolor)
   732978    0.075    0.000    0.075    0.000 {built-in method builtins.delattr}
     3780    0.026    0.000    0.075    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:2036(_validate_steps)
     5670    0.052    0.000    0.075    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:978(set_sizes)
    67095    0.054    0.000    0.074    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:23(atleast_1d)
     1890    0.009    0.000    0.074    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:1517(_set_title_offset_trans)
      945    0.002    0.000    0.073    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer.py:57(from_slicer)
     3780    0.004    0.000    0.073    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:894(update_scalarmappable)
     6636    0.073    0.000    0.073    0.000 {built-in method posix.lstat}
      105    0.001    0.000    0.073    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:607(_init_dict)
    41580    0.028    0.000    0.072    0.000 <frozen _collections_abc>:778(__contains__)
   707080    0.072    0.000    0.072    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:741(dot)
     1890    0.009    0.000    0.072    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/extras.py:287(__call__)
     5670    0.019    0.000    0.072    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2672(_update_offset_text_position)
   985225    0.072    0.000    0.072    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1819(get_affine)
    20790    0.025    0.000    0.071    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:110(_weak_or_strong_ref)
      947    0.002    0.000    0.071    0.000 <frozen posixpath>:397(abspath)
  1066513    0.070    0.000    0.070    0.000 {built-in method builtins.callable}
    20790    0.016    0.000    0.069    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:235(frozen)
      429    0.069    0.000    0.069    0.000 {method 'read' of '_io.BufferedReader' objects}
    45780    0.035    0.000    0.069    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:2376(_unpack_to_numpy)
     1890    0.009    0.000    0.069    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cm.py:271(__init__)
   593229    0.069    0.000    0.069    0.000 {built-in method builtins.abs}
     2835    0.018    0.000    0.068    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:373(intersect1d)
   832338    0.068    0.000    0.068    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:659(get_family)
   128025    0.048    0.000    0.068    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
    48825    0.034    0.000    0.067    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:540(set_hatch)
   634440    0.066    0.000    0.066    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:957(get_agg_filter)
   990360    0.066    0.000    0.066    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:154(<genexpr>)
    30240    0.052    0.000    0.066    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/twodim_base.py:234(diag)
   501495    0.066    0.000    0.066    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1768(<lambda>)
    50236    0.036    0.000    0.065    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:42(get_hinting_flag)
     1890    0.003    0.000    0.064    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1834(set_label_text)
      945    0.063    0.000    0.063    0.000 {built-in method posix.getcwd}
       84    0.001    0.000    0.063    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:11620(all)
    58275    0.053    0.000    0.063    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/getlimits.py:484(__new__)
    16485    0.007    0.000    0.063    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:241(__init__)
    12416    0.009    0.000    0.063    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:770(_set_tickup)
    96390    0.049    0.000    0.063    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:341(intervaly)
       84    0.004    0.000    0.063    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:12169(_logical_func)
   143600    0.048    0.000    0.063    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:284(get_rotation)
      948    0.002    0.000    0.062    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:3261(signature)
    89670    0.035    0.000    0.062    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:607(_type_name)
    18900    0.014    0.000    0.062    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:73(wrapper)
    37800    0.062    0.000    0.062    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_methods.py:90(_clip)
       84    0.025    0.000    0.062    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:708(_slice_take_blocks_ax0)
   870138    0.062    0.000    0.062    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:704(get_size)
    18900    0.028    0.000    0.061    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_methods.py:218(_ptp)
    60480    0.034    0.000    0.061    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1768(ravel)
      948    0.002    0.000    0.061    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:3007(from_callable)
   301385    0.059    0.000    0.059    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:298(axes)
   634440    0.059    0.000    0.059    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:930(get_rasterized)
 1896/948    0.011    0.000    0.059    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:2435(_signature_from_callable)
       84    0.003    0.000    0.058    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:11435(_reduce)
   782102    0.058    0.000    0.058    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:675(get_style)
27930/18480    0.014    0.000    0.058    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:592(max_dim)
     5670    0.007    0.000    0.058    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/core.py:4624(ravel)
    49770    0.025    0.000    0.058    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:348(set_antialiased)
   782102    0.057    0.000    0.057    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:681(get_variant)
    54810    0.053    0.000    0.057    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:132(geterr)
    68985    0.022    0.000    0.057    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
      168    0.000    0.000    0.056    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:6312(_index_as_unique)
    37800    0.028    0.000    0.056    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:1968(le)
    48825    0.027    0.000    0.056    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:520(set_joinstyle)
       84    0.031    0.000    0.056    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:2313(is_unique)
      945    0.004    0.000    0.056    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:766(isin)
   461490    0.056    0.000    0.056    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_api/__init__.py:78(<genexpr>)
   782102    0.055    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:687(get_weight)
    59040    0.022    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
   782102    0.055    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:696(get_stretch)
     3780    0.002    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1806(transform_path)
      945    0.008    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:123(__init__)
    52425    0.034    0.000    0.055    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
     7560    0.007    0.000    0.054    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:123(<genexpr>)
     5670    0.005    0.000    0.054    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:2268(mpl_connect)
    24650    0.027    0.000    0.054    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:207(_apply_tickdir)
     1890    0.003    0.000    0.054    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:836(set_alpha)
    38760    0.027    0.000    0.053    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/ast.py:76(_convert_signed_num)
    76545    0.041    0.000    0.053    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:332(intervalx)
   780518    0.053    0.000    0.053    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:710(get_file)
   494300    0.052    0.000    0.052    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/path.py:211(vertices)
     2835    0.014    0.000    0.052    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2899(<listcomp>)
    31185    0.040    0.000    0.052    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:136(ones)
   780515    0.052    0.000    0.052    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:868(get_math_fontfamily)
    48510    0.019    0.000    0.052    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:611(_safe_isinstance)
      945    0.028    0.000    0.051    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:524(in1d)
    68225    0.033    0.000    0.051    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:350(width)
   496580    0.051    0.000    0.051    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:2759(_get_dpi)
    30240    0.045    0.000    0.051    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:341(full_like)
    10395    0.006    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:545(tail_slice)
    39930    0.041    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:132(__getstate__)
     1890    0.012    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:880(join)
    73950    0.029    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:1246(set_markeredgewidth)
     2835    0.004    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1976(clear)
   130000    0.031    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2686(get_matrix)
    31185    0.029    0.000    0.050    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/linalg/linalg.py:159(_commonType)
   512190    0.049    0.000    0.049    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2129(get_matrix)
    97323    0.049    0.000    0.049    0.000 {method 'astype' of 'numpy.ndarray' objects}
    88410    0.048    0.000    0.048    0.000 {method 'flatten' of 'numpy.ndarray' objects}
    39690    0.019    0.000    0.047    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1096(get_default_size)
     2940    0.012    0.000    0.047    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/contextlib.py:558(__exit__)
      105    0.000    0.000    0.046    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:5136(reindex)
      105    0.001    0.000    0.046    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:5343(reindex)
      945    0.003    0.000    0.045    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1934(_set_device_pixel_ratio)
     4725    0.005    0.000    0.045    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1177(get_inverted)
     4725    0.011    0.000    0.045    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2688(set_offset_position)
     7560    0.019    0.000    0.045    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1902(_set_formatter)
    20790    0.031    0.000    0.045    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/weakref.py:46(__new__)
     3780    0.005    0.000    0.044    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1711(__init__)
   586755    0.044    0.000    0.044    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/copy.py:107(_copy_immutable)
    30240    0.012    0.000    0.044    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/function_base.py:2453(<listcomp>)
    37800    0.023    0.000    0.043    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:1975(ge)
    66890    0.031    0.000    0.043    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1914(_str_lower_equal)
    32500    0.043    0.000    0.043    0.000 {built-in method builtins.round}
   187740    0.042    0.000    0.042    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/_weakrefset.py:17(__init__)
    15225    0.015    0.000    0.042    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/ma/core.py:1424(getmaskarray)
      945    0.005    0.000    0.041    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:3479(set_xlabel)
    54810    0.022    0.000    0.041    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
   171130    0.040    0.000    0.040    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1890    0.001    0.000    0.040    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:769(set_facecolor)
    24650    0.025    0.000    0.040    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:195(_set_labelrotation)
    66550    0.040    0.000    0.040    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
   145640    0.040    0.000    0.040    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:873(set_antialiased)
   316035    0.039    0.000    0.039    0.000 {built-in method math.cos}
     1890    0.002    0.000    0.039    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cm.py:523(set_norm)
     5670    0.010    0.000    0.038    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/collections.py:799(_set_edgecolor)
      105    0.002    0.000    0.038    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:664(get_handle)
     3780    0.002    0.000    0.038    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1583(get_matrix)
    74815    0.026    0.000    0.038    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:298(set_rotation_mode)
   395980    0.037    0.000    0.037    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:1125(sticky_edges)
