MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0005881009184535322,0.02425079212012532,0.018493614316245827,0.014614285000000032,-1.1042811994573118,-1.1042774448615562,-3.239333286424913e-05,1.486307144165039
