MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0009150241595795831,0.030249366267404397,0.022789067133000003,0.01800590999999996,-1.1519851122832332,-1.1519797367634834,-4.7808693999906825e-05,1.4781839847564697
