MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00011571324458999359,0.010757009091285253,0.006917437981000002,0.0041153899999999966,-1.2774299662794606,-1.2774087490292483,3.283322700026042e-05,1.3918430805206299
