MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0005815309285064348,0.024114952384494456,0.018188646115000002,0.014172530000000017,-1.0807731485556822,-1.0804009424852148,-0.0003225267700027102,1.7367658615112305
