MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.001670752380487734,0.040874837987296464,0.021302656549596104,0.009157364999999973,-1.0911783820686223,-1.0909194258324835,0.00045485575192916514,1.6325318813323975
