Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
-0.006146480892006513,0.015590919988705931,-0.00930931199514182,-0.0011771784642348423,-0.022340504612437143,-0.012744313801438732,0.0025671887009340168,-0.008385901330283916,-0.004054417594096995
0.004252147687710784,0.013952477768762387,-0.020246013858668085,-0.016604016247871528,-0.01323950018746647,-0.01285230730170784,-0.005473978689246077,-0.004748298017030715,-0.0010405111544824761
-0.0038120206959761796,-0.002550691782947149,0.11009796777029843,0.016834579667089424,0.06321727485321242,0.025350072420392823,-0.0036840838771530957,-0.002421989714739219,0.010968891359822572
0.013474435117306187,0.004292134819100698,0.22135842927463958,0.016833452508369415,0.054724846964399686,0.03542519017398189,0.022269361633448233,-0.02237110952447945,0.007993259033233809
0.0030229697957168374,-0.0001945654433791618,-0.020072753747776794,-0.01960525325599479,0.015017632851249166,0.03691604852716012,-0.005034911615867495,-0.018440071631625934,0.012390904520518027
-0.019153059649619837,0.013881334625061735,0.2259585334991779,0.0028344042668491443,-0.01674015651292415,-0.028050394618980023,0.008370915461798157,0.012421892498254268,0.004476530430382875
-0.007286039020610592,-0.0032680773014448807,-0.01615397540588605,-0.014051522052134441,-0.024007292748777314,0.0131395401824469,-0.002654950345540388,0.014735659136058732,-0.00645334244411198
0.002875827906247077,-0.005858211829851233,-0.015858685399394508,-0.010491971756507394,-0.020499973972540386,-0.007555498322831573,-0.007377717133913253,-0.006713178575075196,-0.00452059091613355
0.0015232450756198506,0.009454616887949725,-0.021588173866594194,0.004475427197602239,-0.009451175588272331,0.057119345369784066,-0.0032318035778107278,-0.002143178291714143,-0.0021583032065644876
-0.004060388545593929,-0.008093817694178518,-0.010304383703158197,-0.01438794518825974,-0.002167483984906623,-0.014160400152193475,0.03266550980855986,-0.004099134755240368,-0.0013919557850290195
-0.013407416537038173,0.010430554650626908,0.18923020315842942,-0.010471033639427484,0.06696006878960058,0.02472354753132329,0.024232111696667447,0.0416148374690681,0.0006871268807499175
-0.008083902025189823,-0.002661089969708582,-0.012035517248576828,-0.013020650906467418,-0.022548878787952677,0.052859670277335624,-0.010748431278392544,0.0012478730228063918,-0.0010090730838541594
0.0016783828705701363,0.009035088816348352,-0.018822775156514173,-0.0069507185501797,0.10238731874510658,0.056608670665452665,-0.011121457587149268,-0.03556626212987618,-0.0032482476737583717
-0.007844774875382406,0.008277519308136586,-0.020662994461686728,-0.016283812196230794,-0.027815900100901562,0.012057588749540141,-0.007871720476402682,0.031036424073821803,-0.0068923300208943725
-0.00657689485358599,-0.001915366619952476,-0.01512867927480372,-0.015352218858739159,-0.026253236437637932,0.0068262914558313926,-0.003331335400139152,-0.007904862404407954,-0.0063636976065650245
-0.015553727361154504,0.010345515919501433,0.09187715052107882,-0.018517248362694253,-0.028048924668205414,0.022720254076074888,-0.01225892176417236,0.015229466617696317,-0.001793564978124908
-0.003180093464161805,0.002512807441346232,0.2377934273606946,-0.0019421776504756926,-0.016623130864158495,-0.011792880765106557,0.00814641442674192,-0.015028140644475451,0.004113774159595345
-0.014489501479296764,0.0007165781310745888,0.23542433245357916,-0.013228864506815752,0.03316322205233524,0.05393001092802174,0.005448947589452649,-0.006170198530994861,0.009205473362644028
-0.007053435681751475,-0.006615308888790224,-0.025624631445057087,-0.014757558069165419,-0.03503841299312308,0.012797456303640566,-0.004457581599749698,0.05167535647837153,-0.006925884104375117
-0.006788975963714097,-0.001232088043190472,-0.021396714732855357,-0.01395383174559164,-0.03648522281834094,-0.010557505177020697,-0.008555054047128405,0.09345811923537736,-0.0004887267075358303
