Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.45,0.575,0.45,0.4866666666666667,-0.10000000000000009,0.43333333333333335,19.824009364014437,"{'0.0': {'precision': 0.2, 'recall': 0.4, 'f1-score': 0.26666666666666666, 'support': 5.0}, '1.0': {'precision': 0.7, 'recall': 0.4666666666666667, 'f1-score': 0.56, 'support': 15.0}, 'accuracy': 0.45, 'macro avg': {'precision': 0.44999999999999996, 'recall': 0.43333333333333335, 'f1-score': 0.41333333333333333, 'support': 20.0}, 'weighted avg': {'precision': 0.575, 'recall': 0.45, 'f1-score': 0.4866666666666667, 'support': 20.0}}",0.132094144821167
