Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.75,0.7941176470588236,0.75,0.7714285714285714,-0.13636363636363624,0.4166666666666667,9.010913347279288,"{'0.0': {'precision': 0.8823529411764706, 'recall': 0.8333333333333334, 'f1-score': 0.8571428571428571, 'support': 18.0}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2.0}, 'accuracy': 0.75, 'macro avg': {'precision': 0.4411764705882353, 'recall': 0.4166666666666667, 'f1-score': 0.42857142857142855, 'support': 20.0}, 'weighted avg': {'precision': 0.7941176470588236, 'recall': 0.75, 'f1-score': 0.7714285714285714, 'support': 20.0}}",0.0017828941345214844
