Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.4,0.5454545454545455,0.4,0.4375,-0.1428571428571428,0.39999999999999997,21.62619203347029,"{'0.0': {'precision': 0.18181818181818182, 'recall': 0.4, 'f1-score': 0.25, 'support': 5.0}, '1.0': {'precision': 0.6666666666666666, 'recall': 0.4, 'f1-score': 0.5, 'support': 15.0}, 'accuracy': 0.4, 'macro avg': {'precision': 0.4242424242424242, 'recall': 0.4, 'f1-score': 0.375, 'support': 20.0}, 'weighted avg': {'precision': 0.5454545454545455, 'recall': 0.4, 'f1-score': 0.4375, 'support': 20.0}}",0.002292156219482422
