Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-3.257127717833331e-05,0.5222850656759731,5.0772621141834854e-05,0.007125490940407885,0.0039379709043399725,0.0015947701014243365,0.0007099942216287625,0.0007484935967158046,4.4227853297814984e-05,0.04714369773864746
