Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.5,0.5784313725490196,0.5,0.434065934065934,0.06542056074766345,0.5353535353535354,18.021826694558577,"{'0.0': {'precision': 0.47058823529411764, 'recall': 0.8888888888888888, 'f1-score': 0.6153846153846154, 'support': 9.0}, '1.0': {'precision': 0.6666666666666666, 'recall': 0.18181818181818182, 'f1-score': 0.2857142857142857, 'support': 11.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.5686274509803921, 'recall': 0.5353535353535354, 'f1-score': 0.45054945054945056, 'support': 20.0}, 'weighted avg': {'precision': 0.5784313725490196, 'recall': 0.5, 'f1-score': 0.434065934065934, 'support': 20.0}}",0.05594825744628906
