Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.6,0.7714285714285714,0.6,0.675,-0.17647058823529393,0.33333333333333337,14.41746135564686,"{'0.0': {'precision': 0.8571428571428571, 'recall': 0.6666666666666666, 'f1-score': 0.75, 'support': 18.0}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2.0}, 'accuracy': 0.6, 'macro avg': {'precision': 0.42857142857142855, 'recall': 0.3333333333333333, 'f1-score': 0.375, 'support': 20.0}, 'weighted avg': {'precision': 0.7714285714285714, 'recall': 0.6, 'f1-score': 0.675, 'support': 20.0}}",0.053843021392822266
