Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
0.0,-0.024948031135531137,0.0,0.006675289987789988,0.00625,-0.006387820512820512,-0.013380723443223446,-0.0182087148962149,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.024948031135531137,0.0,0.006675289987789988,-0.00625,-0.006387820512820512,-0.013380723443223446,-0.005708714896214896,0.0
0.0,-0.024948031135531137,0.0,0.006675289987789988,-0.00625,-0.006387820512820512,-0.013380723443223446,-0.005708714896214896,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,-0.00625,-0.006387820512820512,-0.013380723443223446,-0.005868971306471306,0.0
0.0,-0.024948031135531137,0.0,0.006675289987789988,0.00625,-0.006387820512820512,-0.013380723443223446,-0.0182087148962149,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.010610042735042742,0.0,0.5525181623931624,0.00625,0.41715384615384626,-0.006387820512820512,-0.008924145299145292,0.0
0.0,-0.024948031135531137,0.0,0.006675289987789988,0.00625,-0.006387820512820512,-0.013380723443223446,-0.0182087148962149,0.0
0.0,-0.005455509768009768,0.0,-0.044868513431013425,0.00625,0.02555128205128205,-0.013380723443223446,-0.01809653540903541,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,-0.00625,-0.006387820512820512,-0.013380723443223446,-0.005868971306471306,0.0
0.0,-0.005455509768009768,0.0,-0.044868513431013425,0.00625,0.02555128205128205,-0.013380723443223446,-0.01809653540903541,0.0
0.0,-0.02452602258852259,0.0,-0.025958257020757016,-0.00625,0.02555128205128205,-0.013380723443223446,-0.005436278998778999,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,-0.00625,-0.006387820512820512,-0.013380723443223446,-0.005868971306471306,0.0
0.0,-0.005877518315018314,0.0,-0.012234966422466423,0.00625,-0.006387820512820512,-0.013380723443223446,-0.018368971306471308,0.0
0.0,-0.0038720238095238087,0.0,-0.008074404761904762,0.25625,-0.004208333333333334,-0.006485119047619047,0.7163898809523809,0.0
