Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.45,0.5199999999999999,0.45,0.42046035805626597,0.0,0.5,19.824009364014433,"{'0.0': {'precision': 0.6, 'recall': 0.25, 'f1-score': 0.35294117647058826, 'support': 12.0}, '1.0': {'precision': 0.4, 'recall': 0.75, 'f1-score': 0.5217391304347826, 'support': 8.0}, 'accuracy': 0.45, 'macro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.4373401534526854, 'support': 20.0}, 'weighted avg': {'precision': 0.5199999999999999, 'recall': 0.45, 'f1-score': 0.42046035805626597, 'support': 20.0}}",0.0016281604766845703
