MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
1.8287712385788855,1.3523206862940778,1.0576140056965382,0.8543775083567182,-1.4934427411304174,-1.1707392480698573,0.4864988576318082,0.0014140605926513672
