Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
0.007262407161236537,0.19147302517300763,0.0027331709847600015,-0.13431130775871414,0.03225599036825991,0.015929398979697754,-0.8313313974134401,-0.11261042982166791,-0.020121365810863934
-0.005472387382045882,-0.016770630266118466,-0.004472026372059602,1.6984404408751572e-05,0.02637333752165442,-0.01678065531906654,0.24521092727740407,-0.005956380933536321,-0.16240282009770415
-0.004417977303027967,-0.06401426717484443,0.06203271829458292,0.3431840445549817,-0.17782609202916444,-0.034829650698647914,-0.6324402191460519,-0.06211750341682673,-0.02774399175760213
0.0031454760533369142,0.055268501080829355,0.07865863706826945,0.2874772157074987,-0.19109932655811948,-0.04126201258261738,-0.5934952631713927,-0.07573890439983434,-0.010371173506908889
0.004209960123660663,0.04691856845020499,-0.0682473620450331,0.020322192015280852,0.057755064024619,-0.016248340224844962,0.19725989724964868,-0.07367778292180441,-0.04822485714267188
-0.007489063004230709,-0.09695758110725534,0.07585812023778792,-0.33743861655652496,0.016471021425077642,0.002654948972231278,0.4828125132282753,-0.049443820460681805,0.03504184034723961
-0.005787250007035178,0.06967679238045386,-0.1162642843562917,-0.00479340044664048,0.01919697924027033,-0.03715505132861306,0.1973803818661396,0.015234339357718145,0.05191707286293694
0.004538535684517635,0.05161070804158112,-0.03573652934571434,-0.7885299947023506,0.008302608619989368,-0.03993082028277585,0.38352395465548234,-0.030900862335028687,-0.012257470164794683
0.0016852993360993395,0.05181482023995648,0.014997919169679606,0.13571709321583506,0.04663390608226086,0.00020738383909189783,0.18148239238419556,-0.0021953436418500768,-0.11453623219770999
-0.008143060885701298,-0.2444381473829471,-0.011906224461505173,0.10522517683623298,0.03464092988130728,-0.08471726650039411,-0.5278890465733944,-0.09261650962305232,-0.02097848220939579
0.0025344989994484,-0.04139326791678984,0.05918796567448485,0.24407933415740465,0.060926658608834214,-0.037754213458887534,-0.4782703688093418,0.002727681479048744,-0.0032164341507218775
0.0013513157764506972,0.12028201221769623,-0.013770498415475167,0.019317367475993615,0.015382700215614241,-0.017507664086074237,0.19580245918033817,0.034127559763539955,-0.1051601457450504
0.0002003612114172293,0.1869679717333468,-0.029205854303246674,0.11351266554516709,0.04196123442986163,-0.027280856435284776,0.18118766881423093,-0.030256576921202132,0.09137846479322043
0.0029382579073238993,0.1433405354309367,-0.09947843542834646,0.017716437249691918,0.012540120414807406,-0.051243349321358204,0.1406268647654167,-0.17012899949147678,0.02590295484997376
-0.007540036696429201,0.04478866352389766,-0.11398233614900578,-0.013328276117516023,0.019181296041852782,-0.044662128409182794,0.16434946771367678,-0.0681573969380276,0.005033995013527749
-0.002027022887545934,0.07135173350835002,0.0689722903061728,0.1729844259243654,0.029465643090958844,-0.0545282439940376,-0.44075326711690327,0.08653036866593661,0.04978250356315628
-0.007803516288620932,-0.24925219123075443,0.14297713081029534,0.1234852404900704,0.04133330712425599,0.015326246686724563,0.20936963115745313,-0.05481241841729494,0.008024668411094065
-0.007105551266556099,-1.1133767030157349,0.10326694439121079,0.09090025338498704,-0.16999399417960692,-0.0058004574108370816,0.15380922799766608,-0.0395835477693521,-0.03729642871471061
-0.007037312070673855,0.06027384496310979,-0.12333804008150419,0.015192177201465974,0.014327912630686519,-0.05288449884877294,0.12478675558002622,-0.11950657089114464,0.057848032780240234
0.001024684191236177,0.11958588005000359,-0.06870623030959144,0.10021172842795593,0.008691404353637692,-0.018621491447760426,0.14983702928547482,0.008540277960624891,-0.06329618693445514
