Accuracy,Precision,Recall,F1 Score,Cohen's Kappa,ROC AUC,Log Loss,Classification Report,Runtime
0.5,0.75,0.5,0.6,-0.19047619047619047,0.2777777777777778,18.021826694558577,"{'0.0': {'precision': 0.8333333333333334, 'recall': 0.5555555555555556, 'f1-score': 0.6666666666666666, 'support': 18.0}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.4166666666666667, 'recall': 0.2777777777777778, 'f1-score': 0.3333333333333333, 'support': 20.0}, 'weighted avg': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 20.0}}",0.0017859935760498047
