         39365548 function calls (39331711 primitive calls) in 172.578 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4040    0.001    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6178(is_symbolic_tensor)
      703    0.001    0.000    0.001    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:141(<listcomp>)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
      100    0.000    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/random.py:119(__init__)
        1    0.001    0.001    0.001    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetConfig}
      104    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      100    0.001    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/json/decoder.py:343(raw_decode)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:124(maybe_convert_platform)
      100    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1782(_consolidate_inplace)
      505    0.000    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/backprop.py:156(_must_record_gradient)
      505    0.001    0.000    0.001    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:349(<listcomp>)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2259(_consolidate)
      290    0.000    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/override_binary_operator.py:46(maybe_promote_tensors)
     1010    0.001    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5730(__init__)
        1    0.001    0.001    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1580(construct_1d_object_array_from_listlike)
     1476    0.001    0.000    0.001    0.000 {built-in method math.isfinite}
        2    0.000    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2276(_merge_blocks)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:306(is_named_tuple)
      505    0.000    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:251(__getattr__)
     1010    0.001    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:560(graph)
     3913    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      100    0.001    0.000    0.001    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:738(<listcomp>)
     1010    0.001    0.000    0.001    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1037(scope_name)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1025(argsort)
        1    0.000    0.000    0.001    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:53(_wrapfunc)
        1    0.001    0.001    0.001    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContextOptions}
        1    0.001    0.001    0.001    0.001 {method 'argsort' of 'numpy.ndarray' objects}
      828    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      110    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:2143(debug)
      505    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:649(_simple_new)
     2520    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
     1010    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:1211(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:596(_homogenize)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2190(_form_blocks)
      100    0.000    0.000    0.000    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:739(<listcomp>)
     3032    0.000    0.000    0.000    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:661(<lambda>)
      108    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
     1010    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      100    0.000    0.000    0.000    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:740(<listcomp>)
      603    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:928(_finalize_columns_and_data)
       33    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1157(maybe_infer_to_datetimelike)
      806    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       19    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:152(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:1006(convert_object_array)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:1070(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:548(_initialize_logical_devices)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:2009(__instancecheck__)
       17    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:1028(convert)
       51    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:274(full)
      110    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:1467(debug)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1974(__init__)
      200    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      290    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6085(is_numpy_style_type_promotion)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1136(config)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:145(_get_option)
        7    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:1930(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:145(from_string)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:2079(_proto_hook)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:1947(_is_callable_members_only)
       61    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device.py:45(canonical_name)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2264(<lambda>)
      101    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:915(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/api.py:386(default_index)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:225(_consolidate_key)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1778(<listcomp>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_asarray.py:27(require)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:278(__init__)
      100    0.000    0.000    0.000    0.000 /Users/austinnicolas/Documents/SummerREU2024/SummerResearch2024/data_generation/data_generation.py:704(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:404(is_dataclass)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/util/lock_util.py:52(__init__)
      283    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       55    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:127(_get_single_key)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2246(_stack_arrays)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:315(_string_to_components)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_dtype.py:346(_name_get)
       61    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/generic.py:37(_check)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:107(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:532(treat_as_nested)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/threading.py:243(__init__)
       17    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/common.py:568(require_length_match)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextListDevices}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/base.py:836(__iter__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:201(_simple_new)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1255(_compute_gpu_options)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:219(vstack)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:416(extract_array)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2674(get_block_type)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2703(new_block_2d)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:219(_can_consolidate)
       51    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
      105    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      171    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:239(replace)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/flags.py:51(__init__)
       17    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2177(_grouping_func)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:306(_get_valid_device_types)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:735(_sanitize_str_dtypes)
       59    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
      200    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
      174    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/__init__.py:34(using_copy_on_write)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:922(<listcomp>)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:369(_components_to_string)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numerictypes.py:357(issubdtype)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:758(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:591(_ensure_array)
       17    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
       13    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:481(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:214(is_extension)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/dataclasses.py:1258(is_dataclass)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:81(atleast_2d)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:909(__len__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_DeleteContextOptions}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
       15    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/util/object_identity.py:182(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x102e915f8}
        8    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:1949(<genexpr>)
       51    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:1080(copyto)
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1176(rewriter_toggle)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:999(__len__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:335(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2645(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/base.py:82(shape)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/tf2.py:35(enabled)
       20    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:2287(cast)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/_config/config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1610(list_physical_devices)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPluggablePhysicalDevices}
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:38(_as_device_str_or_none)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1565(_initialize_physical_devices)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_asarray.py:108(<setcomp>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:207(uid)
       18    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:34(_as_int_or_none)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2795(extend_blocks)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/base.py:84(<genexpr>)
       12    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:30(_as_str_or_none)
        7    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListName}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2285(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:950(_validate_or_indexify_columns)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
        1    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetDevicePlacementPolicy}
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device.py:40(is_device_spec)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeleteDeviceList}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/threading.py:90(RLock)
        5    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_UID}
       10    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:136(to_string)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:916(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/typing.py:2025(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1628(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_SetCEagerContext}
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/traceable_stack.py:88(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/construction.py:688(_sanitize_non_ordered)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:718(dtype)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/eager/context.py:1185(rewriter_bool)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2294(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:5144(_values)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:266(job)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:278(device_type)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:274(task)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4197(switch_to_thread_local)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/tensorflow/python/util/object_identity.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetRunEagerOpAsFunction}
