MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00028448990125337685,0.01686682842900161,0.01237792933661842,0.009293724733628855,-0.017932011086034372,-0.017930831530107882,1.8156549158638394e-05,81.44747591018677
