MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0009399935028778847,0.03065931347694995,0.0230553078795,0.01812607999999999,-1.2107088678025653,-1.210412022104343,0.00035527285749898963,1.5475640296936035
