MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0014009176735463535,0.03742883478745169,0.0197563127357687,0.008839330000000006,-0.7534428130653257,-0.7534422168999177,-2.1824479277420787e-05,1.9178462028503418
