Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-4.645025375394018e-05,0.696127792451982,0.00037906297019758134,0.0194695395476519,0.01136004142185982,0.006398941928304036,0.00037025028249804137,0.00037930417674258976,5.8594088544254565e-05,0.0467073917388916
