MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0004328367019817767,0.020804727875696347,0.015236226803697073,0.011457610480674923,-0.017960158715946584,-0.017906777814759023,0.0001506570987815769,97.33847188949585
