MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00039857953049460965,0.019964456679173858,0.011543409523939549,0.006224919007690843,-0.05109701457562288,-0.0509414866383906,-0.00024285122602618197,87.76681995391846
