Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.0001917310861854284,0.277038661846737,0.0012005721253535828,0.03464927308550041,0.01507064096063158,0.005445814873053817,3.297179662298255e-06,1.5110478215452083e-05,-0.00011909140907113455,0.06058621406555176
