MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00028433850517167356,0.01686233984865901,0.012321447718543967,0.009231241971607435,-0.0173903014603507,-0.017385104869332757,3.8109505233929465e-05,97.72204208374023
