MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00011711102348252851,0.010821784671787205,0.00630398580272565,0.002934924999999977,-1.304940590040565,-1.3048043765556852,-8.319152247089632e-05,1.773838758468628
