MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00028363878387326134,0.016841579019594967,0.012316364969794649,0.009282103998590446,-0.014886631891221969,-0.014886011766670926,1.3164776917890617e-05,110.06919980049133
