Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
8.268372765060292e-06,0.4989419056637715,5.0814911484972655e-05,0.007128457861625658,0.003958607795522468,0.0015998857868721184,-0.0001223503823752914,-8.677811729884688e-05,4.251329636128918e-05,0.04822897911071777
