MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0008578346453947563,0.029288814339176593,0.018243191714,0.010154199999999947,-1.2622020595364232,-1.2611401396653195,-0.0006345735529986548,1.7516429424285889
