Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.00019686089870440886,0.5370720919389628,0.0004253728676877475,0.020624569515210432,0.015134142381709568,0.011235527065506429,-0.00040645796046057114,-0.00040207771486122645,4.3156466626964375e-05,0.04285001754760742
