Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-6.452410308498644e-05,0.4960478956909298,5.082528788659194e-05,0.0071291856397902795,0.0039595390901647175,0.0016045074362400213,-0.0003265753012569039,-0.00029202505703329606,4.189812432163847e-05,0.0717928409576416
