Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.00017021223055742427,0.4901308661613689,0.00027935888734694603,0.01671403264765706,0.012167245139861605,0.009039857293499487,0.00042724624321499594,0.00042968475373139636,2.6105761003291712e-05,0.04610300064086914
