Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
4.866305636396586e-05,0.49477458029824517,0.00027952112498316024,0.016718885279322908,0.012178814943198498,0.009015163932395015,-0.00015325549894806834,-0.00015059984864396192,2.724328568371617e-05,0.05624866485595703
