MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
5.1778960778865556e-05,0.007195759916705501,0.004036290761905269,0.0017084707372847507,-0.019096451045283347,-0.019095312152690447,7.606947246956294e-06,79.68314981460571
