MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0008316417219897411,0.028838199007388467,0.0133088720415708,0.005552689913995712,-0.04091498594398546,-0.04090101972226545,-0.00010563308662076886,109.85377907752991
