Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-8.321903783643142e-05,0.5272290682748391,0.00042449432651972714,0.020603260094454158,0.015056621807872471,0.011271151752718117,0.0016597252045569277,0.0016621059695960394,3.18166842082428e-05,0.08202290534973145
