learning style,gpa,student semester,major,previous courses,course types,course subjects,subjects of interest,extracurricular activities,target,model
-0.0040984986949232725,-0.002671257006265089,8.158998293401398e-05,-0.018021248104238916,0.051239603469417694,-0.009357824887708081,0.006788065058488364,-0.08495314785156469,0.0024770930338602263,International Status,Decision Tree
-0.0013323145381393716,0.0007677556244364301,0.007123470577110214,-0.005760063885793673,-0.019119166959034168,-0.007496250658650046,-0.006073295706787924,-0.0037740288947374313,-0.022851730558404205,International Status,Decision Tree
0.00044077493918412105,-0.0030181025766425383,0.0013878856264902817,-0.013044441246000784,-0.010825742747758845,0.004813292925307921,-0.003922956925229546,-0.01376395606609028,-0.020582378929255896,International Status,Decision Tree
0.024223049899032827,0.0034330578180350084,0.0016052687650178247,-0.04052203890166777,0.007592360086642961,-0.004658677069231408,0.003500665801616616,-0.00600463884335439,-0.04768467255609063,International Status,Decision Tree
0.07200007823935951,0.19281909619253473,0.030735747706990828,-0.004491774355461135,0.09099555773544012,0.13088043039358133,0.21052629384774035,0.03891473089399972,0.17910421434581467,International Status,Decision Tree
-0.041362878721203415,-0.010090652124091663,-0.008221376684468925,-0.0059227494599357,0.005707576126194383,0.0009026440563544567,-0.0015411495357810663,-0.009512401043893469,0.011525362386823248,International Status,Decision Tree
-0.0015474140752956035,0.18084339335117,0.2292448805450468,-0.02231691873165246,0.13278694547056677,0.22124797162825455,-0.008145927029074363,0.056272741152772976,0.15309870268820935,International Status,Decision Tree
-0.0027775672694744682,-0.04065831592204938,0.0046947060769846035,-0.0012050351689762147,-0.01942125368897739,-0.0040908939316265875,0.000667687063876636,0.0077978374909531715,-0.0035227896507092865,International Status,Decision Tree
0.0051187235925480795,-0.003913483272037839,0.017584621348598565,-0.015109634422070264,-0.018028091433733035,0.0029180317505735007,-0.002674141147206099,0.0014910610461786175,-0.04590271246285152,International Status,Decision Tree
-0.003724826925372583,0.020967235161507697,0.005114304142275717,-0.0037669290565386687,-0.009341101402059513,0.054377395827519125,-0.030972224756373488,0.01263951706754685,-0.10380899505850477,International Status,Decision Tree
-0.004883883718328551,0.003074660578345491,0.006130249792882595,-0.0023791092988763116,0.00038417147543930787,-0.01269397957960888,-0.008840746510260344,0.0024200991399547494,-0.041727086879549506,International Status,Decision Tree
-0.006630616113024825,-0.004446463850385475,0.017139169342532977,-0.003207525892791064,-0.023127225791451416,0.0119142160056465,-0.00421494244710794,0.0043307232976766705,-0.05027295955109533,International Status,Decision Tree
0.006686554976404112,0.018236549226372474,-0.0030113835753139626,-0.005844457934947624,-0.04195655469966101,-0.0034374528327102616,-0.008879874782497285,-0.008063476832327042,-0.01224552854531947,International Status,Decision Tree
-0.0061729860215567305,0.0021600265085374784,0.006911034914326608,0.005014054235409683,-0.04767699182887617,-0.006003827966911632,-0.0015738330618869686,0.0007757166216820282,-0.011948818400723312,International Status,Decision Tree
-0.00042536143232986496,-0.007427126650874849,-0.004098631775799214,-0.00889009047229047,-0.013844099808343146,-0.009070523363984133,-0.0062638589411557165,0.005670224081344458,-0.014166156636566918,International Status,Decision Tree
0.0030585015737621024,0.02848109064557053,0.0027372917449373503,-0.010692759596778118,-0.006456232901672639,0.010847270204852641,0.013234777197755185,-0.022051832512437558,-0.07767373135598891,International Status,Decision Tree
-0.16853352588347958,0.011929255390109396,-0.12905631038429122,0.0738182358599136,0.029606787289718772,0.030734230725490568,0.002027204739153897,-0.0036998054062865955,0.09465830266966965,International Status,Decision Tree
-0.004406920133897387,-0.005727916740747495,-0.003336760934927616,0.004912028949061366,-0.016491744953408764,-0.0057621467160183515,-0.009540766298937457,-0.0051810397010855404,-0.012980358470039548,International Status,Decision Tree
-0.011803767433538712,-0.006405916389220973,-0.0020209841027408206,-0.0030494942626867277,0.0035331033438375493,0.04097579561518268,-0.010242818920748362,-0.014633877738775175,-0.05486766511130869,International Status,Decision Tree
0.005594574453660755,-0.0005948838267925465,0.011939135484072294,0.004524603795458969,-0.028444180636848438,0.014631157348228402,-0.007362518334432439,-0.027620593997581794,-0.03118291928576565,International Status,Decision Tree
-0.0021222203581292816,-0.004815542206520248,-0.0059288111294494355,-0.02239098134810321,0.007153125685656158,-0.004316070759552583,-0.005920397850653234,-0.005159890762903597,-0.015014836270343302,International Status,Decision Tree
-0.010128883922407073,0.003155728727700994,0.009432198087942406,-0.013825351194624571,-0.04532319914904765,0.01245667534703426,-0.014833112446680462,-0.00552929876168949,0.006079618311772236,International Status,Decision Tree
-0.052121958445789054,-0.0009546958507385321,0.007238959268563705,-0.014475267996964795,-0.015016388551429642,0.011636702817137549,-0.005330573435096426,0.010815088605369392,-0.00030749141105235043,International Status,Decision Tree
-0.004208855094657524,-0.003491034807778597,-0.00310966846941923,0.00430941565199746,-0.018570052670999905,-0.004772183676770937,-0.0076744509132266325,-0.006894001254138722,-0.014104793765003338,International Status,Decision Tree
0.001413910803739429,0.25458627162373837,0.008419039367539257,-0.0009393645625428135,0.29643771437188426,0.02999725090000166,-0.0031249323535498105,0.14731331878421758,0.20738116606497076,International Status,Decision Tree
-0.0014004372299636467,0.013813725844547181,-0.0015145685096401486,0.2199395517271904,0.16989254283796681,-0.006370727859032973,0.08362076662086501,0.20065745608958618,0.26284606547847944,International Status,Decision Tree
-0.0017338111596696987,0.005508941833746015,0.0015167227406078674,-0.00708459287066666,0.02012153797394519,0.03353549923275324,-0.01165075402840664,0.001764647400243465,-0.10049381612255281,International Status,Decision Tree
