MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.0007402054692318773,0.027206717354945217,0.0172061963760147,0.009706910000000013,-0.9520012929833492,-0.9518501949664131,-0.00023936766129867756,1.422969102859497
