Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-8.933094338163129e-05,0.5258246249747087,0.0002791722129940891,0.016708447354380034,0.012124007624251441,0.009038130530661714,0.0010951848891377347,0.0010969075888949131,2.194213271692119e-05,0.0887148380279541
