Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-2.224686269762132e-05,0.4985013137875071,0.0003792497716269758,0.019474336230715948,0.011363130247885038,0.006400265999763677,-0.00012236514236163565,-0.00011252777215919885,6.107670534803363e-05,0.05257129669189453
