Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.00015385275179078731,0.5049188509616813,0.0007990789460908779,0.028267984471675334,0.012829955750765447,0.005126020516886265,-0.00015815458159695872,-0.00013439910446444436,-0.0001377661059039329,0.046858787536621094
