Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
-0.00011572523286109538,0.4944268093851947,0.0011990818946659228,0.03462776190668295,0.015207062236735817,0.005691771625198461,0.00124456019304664,0.0012608248066805494,-0.00013973870667039512,0.08455276489257812
