learning style_0,gpa_0,student semester_0,major_0,previous courses_0,course types_0,course subjects_0,subjects of interest_0,extracurricular activities_0,learning style_1,gpa_1,student semester_1,major_1,previous courses_1,course types_1,course subjects_1,subjects of interest_1,extracurricular activities_1,learning style_2,gpa_2,student semester_2,major_2,previous courses_2,course types_2,course subjects_2,subjects of interest_2,extracurricular activities_2,target,model
-0.012442608423408877,-0.015169715353108152,-0.002780448436394077,-0.027895779270271436,0.009748721207205747,-0.0038284062501619948,0.022550988581204294,0.007742748497521864,-0.0036540995228945237,-0.11293284970627668,0.018265276766676133,0.0003988922857055847,-0.05826695816940888,-0.0615401668299776,-0.006782320734500155,-0.07043020992619968,0.018286176386616008,-0.011400590408840021,-0.08144717890785892,-0.03657668629380358,0.002694073413645601,-0.13446684277937662,-0.02128243680176366,-0.010182617269305045,-0.04200606139840407,-0.031011417579350366,-0.008914483077252124,private_columns,RandomForest
0.06342927065785434,-0.0037385184892709524,2.637616295039526e-05,-0.12558349995404855,-0.03137190351320689,-0.0015838920978038361,-0.0025850687388138923,-0.00883777393906367,0.002885792464928454,0.005330692164735627,-0.04791852786485625,-0.02281984538640267,-0.02901690373639201,-0.003161773367054064,0.001357866370641781,-0.20145108507612228,-0.009075519904547679,-0.003545491633745141,-0.024814619675638704,-0.05158188286262703,-1.3731304056450764e-05,0.14410278494011683,-0.0074352859799184465,-0.009123176611058064,-0.04674907058168974,-0.04841631407945531,-0.011633897965453933,private_columns,RandomForest
-0.005465732245227526,0.018439617420070886,-0.0038998948247634256,-0.05138761207127844,-0.04235058799796641,-0.005826884842046887,0.025306507372780732,-0.010257221502008557,0.0029439303801393393,-0.12886676527400256,0.01127868119938286,-0.006488217857053574,0.1469066233088848,0.04080843002044451,0.005775186482444101,-0.0396826742860122,-0.04345013333749891,0.0010047216886757417,-0.04796049682191138,-0.009211566138797167,-0.012163201316065311,-0.14059857855529934,-0.0739990055832943,-0.0048049331912465255,0.424411228572063,0.09720428591966723,-0.020990706520083727,private_columns,RandomForest
0.058169441969795545,-0.010520476319134175,0.0006737432863468658,-0.05832150121256694,0.012852830302597243,-0.0014279210211384332,0.03145226529434764,0.02885363169779296,-0.005364610205397734,-0.04600076072578132,0.1010737704328223,0.0017081667021599835,0.0487459735778392,0.07505867106502084,0.006761355495508398,0.11686094548565004,0.058919252544209384,-0.003698165916864729,0.025934238496534794,-0.008847918260770011,-0.01986237609801445,-0.03527000065222879,0.022310827370816154,-0.020594256614158177,-0.15890810223358603,0.008761911166646305,-0.0026459356284415196,private_columns,RandomForest
-0.07635485211052764,-0.016118263576665313,-0.001622070966705118,-0.005491778650782952,-0.023633129346212083,-0.0038765498257123435,0.0020243513472088335,-0.0001196250804811147,-0.0044609603684761445,-0.08065131781957421,-0.024509795642039804,-0.0011661656661352004,0.007020698309333288,-0.03522163623692765,-0.00679208072327377,-0.09518971622215867,-0.05760598475770478,-0.006040679910259776,-0.038906095336133956,-0.05569061669962649,0.0012995113583313886,-0.07593495622101797,-0.04500267524571188,-0.00868729409439869,-0.05385383329635421,-0.05363577341463908,-0.013103709803371517,private_columns,RandomForest
-0.0002566009772354255,0.01632332505115977,-0.0013264925383884856,-0.13266528116416584,-0.04207504341791995,-0.01304677389463791,-0.0665405613271324,0.003991024908112429,-0.0031679328622698844,-0.0784519840336869,-0.03794211257594311,-0.008952728388853763,-0.058307973027860435,0.0647905400362544,0.005199865196882566,-0.09962318867036296,0.0006305364229182415,0.006683039499417409,-0.05157819497020476,0.02400744154821602,-0.023233289975963706,-0.11380092389924654,0.0072490180999379775,-0.0020967719804682637,-0.11611279193010486,-0.04851223007273511,-0.004508915055718697,private_columns,RandomForest
0.003289245607181074,-0.02647052179637492,-0.0012018050788821235,-0.038771022966937164,-0.018283010023687932,-0.0009157706981890735,0.03064440434324412,-0.005063042665538324,-0.0006347844519385813,-0.03370490900560507,-0.010457611088749935,0.00044925239776747,0.06329517949737505,-0.006785909153949251,-0.013360473735057282,0.09958241119276628,-0.07197665756720606,-0.013886312975543198,0.01474536115824783,-0.013514939123950711,-0.0075901762478095755,-0.10458637176402136,-0.05983558607235022,-0.010218030990537594,0.04816820193774842,0.0008497774918016024,0.002908101780189782,private_columns,RandomForest
0.03668068685789424,0.01835786425378317,-0.0006450080221459326,-0.026681077908308013,0.02599193947303453,0.03308757280466621,0.06274095224429782,-0.0011505073665416241,0.0013023350779276307,0.08083227471443304,0.019094617647160448,0.0345663317375732,-0.07684081526515428,-0.022670888806152267,0.010009884690765544,0.16971413485237036,-0.0007393379658239894,-0.022516701298178562,0.16705781420490354,-0.032238796719335286,-0.006396038773653512,-0.05436141332141485,0.013306853981751205,0.00211437463159521,-0.0764800563790272,-0.03148924449786233,0.004027249151451266,private_columns,RandomForest
-0.06257333931145649,-0.015594698341123673,-2.3968625821419777e-05,-0.06625471876193098,-0.04026076138737649,0.02102689079862624,-0.07283434400270895,0.014558739208796936,0.0002436532287292621,-0.12702087468773415,-0.04308072693094081,0.010854297722330306,-0.04720054252418434,-0.04381079112243356,0.0019359485463882001,-0.13568873971695705,-0.04999204172510716,-0.006054106371844718,-0.10286337295116203,-0.0053590604009151515,0.004019533150798386,-0.08076402394420215,0.015077043630611763,0.0012600359950097875,-0.022137544099673508,-0.04307520293151884,0.02228771555578624,private_columns,RandomForest
-0.015830501704194654,-0.009667156420057613,-0.0010151086949307892,0.0707422714859077,0.03833356015768114,0.0022161391167020627,-0.07808369744477833,0.031209765336516163,0.04354712933209428,0.010228306336190266,0.007342360749302799,0.008980748008838054,-0.01599177556545145,0.003177496079638777,0.01404832162743628,0.19213613653621148,0.08791324402197163,0.04763066809481661,0.16230710260754366,0.11177476720044566,0.024676499828210387,-0.03159651387742143,0.015382787127937787,0.019019803888513948,-0.01124882837401687,0.0029956757465642086,-0.0035542012016845596,private_columns,RandomForest
