learning style_0,gpa_0,student semester_0,major_0,previous courses_0,course types_0,course subjects_0,subjects of interest_0,extracurricular activities_0,learning style_1,gpa_1,student semester_1,major_1,previous courses_1,course types_1,course subjects_1,subjects of interest_1,extracurricular activities_1,learning style_2,gpa_2,student semester_2,major_2,previous courses_2,course types_2,course subjects_2,subjects of interest_2,extracurricular activities_2,target,model
0.1299996946313185,0.08074473574512583,0.00471971451455415,0.17482617796191888,0.1795178098421268,0.01246918673530664,0.16955858174516447,0.13175327582598148,0.00030313629203548056,-0.22824358780718682,-0.003999194063285676,-0.0074782681770834795,0.03628132979066139,0.33391966828342373,-0.00045945125121828694,0.2037280411371403,0.10604283020940468,0.004024513486373459,0.0828444548452649,0.10554106968776315,-0.0004435365386874125,0.24972403244771077,0.30927106572152496,-0.005104627494819554,0.46178127524799384,0.34970873874792463,-0.053280667566459744,private_columns,DecisionTree
0.007731271162845709,-0.005309818769412389,-0.0016917565029665558,-0.23967071118336056,-0.04685105238080185,0.006738741576986371,0.01581504196632163,0.0002887142081928457,-0.0017194799461526754,0.027825016234787458,-0.09689739136654843,-0.1241365745492907,0.00852189866763092,0.005775369442577158,-0.004395454338236456,0.27677757515679446,-0.15245506020041513,0.014263165504583036,0.02535718621933981,0.05746451943081658,-0.0020627073966935734,1.0537635282768492,-0.1835047090397365,0.05501875855829878,0.1043791934987851,0.013989428675326083,0.012735307093471801,private_columns,DecisionTree
0.020108566516043258,0.0030052926531860423,-0.009544959054620286,-0.0073162765400610385,0.008676426428870029,0.013378794604894613,0.021011868550246213,-0.00974345052959249,0.0020072819773393094,-0.32685282994720727,0.00018268774753996982,-0.0023094493237151696,-0.2581753885082095,-0.07591192708086386,0.02206602138455083,-0.039901395700429734,-0.03804067294953028,-0.004232665327187785,-0.013485315152158906,-0.004477538206939866,-0.03653453658485549,-0.13515219946276966,-0.1722650748630735,0.004984756490101253,0.02026297024455328,-0.11892574319959073,-0.03506524416650822,private_columns,DecisionTree
0.027598777773116395,0.005456668917468041,0.0007365007749642708,-0.008812463518404735,0.08531743819984489,-0.027634234221235093,0.4096673230122115,0.2152780756357767,-0.0016642819969638811,0.1163393251771762,0.05468131188849532,-0.003504898674335433,0.10351552149770793,0.012185274353169465,0.010978524020052557,0.543638455370774,0.13970918841397062,0.001925191107467006,-0.19826875592157092,0.06587981510176535,-0.014030500567995673,0.21119142395841126,0.0047211463590270215,-0.002416232624638908,0.07563039265054912,0.00927108113047129,-0.009640067817317513,private_columns,DecisionTree
-0.012670561457014468,-0.0012824231089559627,-0.0025917952076822725,-0.04381975262453658,0.26911589304107464,-0.004342684750883817,-0.04754356220697324,0.006421071509647499,-0.0022872255465405584,-0.4388766288286876,-0.10643788794275107,-0.003235537258592002,0.007502061771725377,0.06981962092723655,-1.514212743932591e-06,-0.03536103331909018,0.2100832211757892,-0.013485858256781587,-0.009613053808389633,0.02845675396336172,-0.009339580860450333,-0.10133414675451578,0.16529736182076796,-0.00640144759002885,-0.0377833227725354,-0.0489736113861774,-0.0035643563162965812,private_columns,DecisionTree
-0.07061543106312099,0.0072636352969770515,-0.002098467407960796,-0.047648292989020104,-0.08942519696825808,-0.07989880295340863,0.04339862510198584,0.01113853015254701,-0.0013184324071041755,-0.09091607269826386,-0.06039148815480813,-0.0006216172863552799,0.23377158231091144,0.007784283534788333,0.010706045072365606,0.17187301383890116,-0.007465310706529638,-0.009458232656281663,-0.03456878056881403,-0.04514210300225512,0.012709492845514817,-0.8831631661619485,-0.19917198156288712,0.027018381598674614,-0.04163147777063012,-0.03209036858957564,-0.0022883668054431796,private_columns,DecisionTree
0.012049215850253559,-0.001120005850628864,0.0054686222746389325,0.05146064980728198,-0.08814460125180207,-0.0022911765943695547,0.0987053104495664,0.0017607421944268065,0.002519536515584247,0.04227203984534943,-0.0037011194624301017,-0.00929479515025917,0.15672277784977678,-0.11539572700607034,-0.003142030567400286,0.13288527899349817,-0.0006463038325162955,-0.02404017469670829,-0.040434399163392205,0.0037150175661933875,0.00011763758316589853,-0.2834305701879116,-0.0767836741384652,-0.00920608610873124,0.1102696965555847,-0.12718432821871004,-0.005381533255919973,private_columns,DecisionTree
-0.09969580234613928,-0.06523115362148856,-0.0008071084697707791,-0.5624195358544083,-0.16768673017296318,-0.000721595550111219,-0.01275760111535089,0.03497950592548992,-0.004693682822884613,0.06125987279933361,0.011787481263892265,0.0021966561860235338,0.001159362590814652,-0.02199788433500266,-0.008847637525712214,0.15771337001120034,-0.01677718923858601,0.0032529749681017663,-0.2300611475738931,-0.1287389611777189,-0.013163737035386121,-0.06539551624378291,0.033778881577463324,-0.0013165739417654227,0.030696997732232886,-0.08761395022108506,-0.021149295808496487,private_columns,DecisionTree
-0.017903822563680248,-0.005106705654422711,0.001368095452870513,-0.024725885935918804,0.0035756861335499144,-0.009612481037754769,-0.11649915864348578,0.0017599493490951658,-0.003704699292723281,-0.14178942383110923,-0.09305593307262165,-0.0060974995240951554,-0.16579340736636758,-0.10317203915971354,-0.005107440043279007,-0.09656778092891025,-0.012422258464339963,0.001715394740946513,-0.1022908538286118,0.001443803303025582,0.00015896624289036523,-0.07779754868872037,-0.015162445058419237,-0.01754887429396325,0.023867881786793332,-0.18536005737615263,-0.0064214622448910885,private_columns,DecisionTree
0.044131875355098125,-0.006553994973941503,0.006869677402133564,-0.4009952509235515,0.06595862011731726,-0.10092720031576433,0.039644311778219726,0.02749560088014861,-0.0020710088785038092,-0.03497750358591452,0.16259081405924686,-0.01336432082704379,0.01992157774456729,0.125942903745572,0.04778458473372953,0.04645719730785173,0.10106008872129021,0.04997907326664332,-0.14079937077332913,-0.044266267772149655,-0.0069486300164348196,-0.27850768682106564,0.14196973016873918,-0.028873176614926433,-0.014375150081873634,0.01830250505377439,0.0023010012501684814,private_columns,DecisionTree
