learning style_0,gpa_0,student semester_0,major_0,previous courses_0,course types_0,course subjects_0,subjects of interest_0,extracurricular activities_0,learning style_1,gpa_1,student semester_1,major_1,previous courses_1,course types_1,course subjects_1,subjects of interest_1,extracurricular activities_1,target,model
0.00036555298284858556,3.562280282316615e-05,0.0022025862911203,4.1077992660224134e-05,-0.0010417852285357703,-0.0005117017375718481,0.004033023772868078,7.739388098073671e-05,-0.0030750141179085293,-3.35848368798847e-05,0.0009763464522922344,-6.2982095120320525e-06,0.004152297267696268,0.00017157933709449475,0.004519607057319266,-0.0008207771221598312,-2.6264932699678282e-05,0.00010577040506648304,utility_colums,DecisionTree
-0.0026124826492708894,0.0003121667708422621,-0.0015045337827048228,-0.0006706261510596035,0.0031691015177676366,-0.0002500073393422228,0.00032820079963711624,0.00010162912868061555,0.004250776093626501,-0.0005258144950300466,-0.005431909552938026,0.00018416575413820598,-0.00041939635030458617,0.00029375114933302465,-0.0008168273500341946,-0.0015346434002487248,-0.002216749180773254,8.121109518979301e-05,utility_colums,DecisionTree
-0.0014281897816680424,-0.00036323901206081823,0.0015095387382526005,0.001084882036415745,-0.0010351655810997762,-0.002488951318476086,9.923314234875993e-05,0.0002290567701860167,-0.0068360935500776715,0.0015074492537596896,0.0007185657687604224,-0.0003496993447449408,-0.0024238187633032573,-0.00028521469738971954,-0.004715409300244034,0.00029924117440229664,-0.001751011127967178,-0.0005744423495937655,utility_colums,DecisionTree
-0.0013156915448778587,0.00042411845446323985,0.0005528795058268801,0.00013856899137718297,0.0033900902764117604,-0.00840925617531687,0.0005834647393900395,-4.846875936987407e-05,-0.0007241904009111469,0.004676955891394436,-5.877334119293602e-05,0.00472498506053729,-9.75578836335514e-05,-0.0007490012073385423,-0.0006669554768207233,0.00017340522919800572,-0.0008197663291895254,0.00020187502755637964,utility_colums,DecisionTree
-0.003357164605750472,-0.0001306202983343929,0.00043639778979543716,0.00015258087182249653,-0.0051447278370277,-0.0008162592108167879,-0.0020879812135663283,6.371378174816512e-05,0.00040440545050565485,0.00013604933058502326,5.937359599791161e-06,-0.0001275095500240262,-0.0029987132071612995,-0.00011981609020533667,-0.0014579361854000156,-0.0013935896102262118,-0.0024033280059931757,0.00188243328795402,utility_colums,DecisionTree
0.0014908558183705282,-0.00029991173343369055,-0.0014590842065783755,-0.0015439478087157783,-0.004827947534559568,-0.003281646228570699,0.0010823608360584977,-0.0015052502624414016,0.002110685827431688,0.0009350313802633291,0.001845881264219142,-0.0006533789628786268,0.0010106497478581842,-0.0017669156271898877,-0.009266540434698845,-0.0006157646773956479,0.0047575382269022075,0.006367066432866646,utility_colums,DecisionTree
0.0035891791054337542,0.0001118276295781889,0.004376874083539631,-0.0002373049759230191,0.011591782144470474,-0.0018880042307143439,0.001317436298004374,-9.207508689316676e-05,5.6044850514505335e-05,-0.00046535048373266477,-0.0014702096280547938,0.003707204940402235,0.0011612453657634256,0.00012514911615365824,0.0022959520401814263,-0.0030961037217998085,0.00045674528515144563,0.00015723932543243972,utility_colums,DecisionTree
0.0015009645319671377,-0.0012261973423700497,0.004457464205337791,-0.0003919765346567783,0.007529171275215339,-0.003017239883845848,-0.0010509525277498087,-0.0011795291002461427,0.005220096110594553,-0.0016189718822291939,-0.0017956816586345173,0.004132629248712254,0.0001679605467743334,-0.00021732950920584241,0.001699140505462311,-0.004261503547903617,0.004165756556029655,3.101064241911944e-06,utility_colums,DecisionTree
0.0006531116907133957,-0.00017197883140755425,-0.0018484536843076276,-8.38163434077248e-05,-0.0035788669646823665,-0.000990065106583359,-0.002011863171551389,-0.001666926420425143,-0.0027388985462962795,0.0014836524702567236,0.0005848539342734298,5.6563312065347833e-05,0.00014573302628980743,-0.00011759474556903067,-0.0009870798881677877,-0.0007155885283623809,-0.0011547368512728887,0.0005283367059305443,utility_colums,DecisionTree
0.0015634359810912657,0.00016806944050097,-0.00010419248772817952,-0.0004238061686512992,-0.003706481123457718,-0.0009034788039379892,0.00011474930627553637,3.859764735192415e-05,0.0010941824644241556,-0.0010339001260645717,0.0008473977750961428,-0.00018768217130493651,0.003442845621548903,0.0004698153363504902,-0.0003384319719234736,-0.000997890013458737,-0.005337806020317343,0.0005055573717234615,utility_colums,DecisionTree
-0.0025399063365752978,-8.334563921927763e-06,-0.0015642499232287998,-0.0003616627115088359,-0.0017887916911072494,-0.001028677202105616,0.0006468938984833299,-0.0003215922384434947,-0.0025808843350511638,0.0012342587611127464,-0.001399130161337757,-6.050207000534931e-05,-0.00022278744302748452,-5.906122281986259e-05,-0.0008595217981941684,-0.00043427291275521254,-0.0006278226649612742,-0.000637573327051839,utility_colums,DecisionTree
0.0007525273842014956,-0.00026088840059758584,0.0010685942756354988,0.00011233284888554318,-0.0029229579072991454,4.054238630419975e-05,-0.00011050527987405716,-0.0004630820577936829,0.0013034846788386233,0.0005666409434667946,0.00011078230987008721,0.000208070470400441,0.0015602238254509826,0.0006409142461738209,-5.954368143002993e-05,-0.0004393880897070498,0.002171573939606693,0.0007280401653680156,utility_colums,DecisionTree
