Slope,Y-intercept,MSE,RMSE,MAE,MedAE,R2,Explained Variance,MBD,Runtime
0.00017911799503182239,0.45892673738078493,0.0003778636540210706,0.019438715338752986,0.011334789109050704,0.006302072808613474,0.0035329758020409274,0.003538063317301887,4.392269269541305e-05,0.072967529296875
